;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
22860;598086;2024-05-03;sexta-feira;19:40:00;SP;116.0;153.6;SAO JOSE DOS CAMPOS;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;1;0
22861;598087;2024-05-03;sexta-feira;20:44:00;SP;116.0;224.0;GUARULHOS;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Urbano;1;0;2;0
22870;598096;2024-05-03;sexta-feira;21:10:00;SP;116.0;303.8;SAO LOURENCO DA SERRA;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Curva;Rural;0;0;1;0
22890;598119;2024-05-03;sexta-feira;23:30:00;SP;116.0;276.3;EMBU DAS ARTES;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;3;0
22897;598126;2024-05-04;sábado;00:30:00;SP;101.0;46.3;UBATUBA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Urbano;1;0;1;0
22929;598161;2024-05-04;sábado;07:05:00;SP;116.0;78.2;ROSEIRA;Objeto estático sobre o leito carroçável;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
22945;598177;2024-05-04;sábado;08:25:00;SP;101.0;51.0;UBATUBA;Conversão proibida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Interseção de Vias;Urbano;1;0;2;0
22946;598178;2024-05-04;sábado;06:15:00;SP;116.0;99.0;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
23025;598262;2024-05-04;sábado;16:35:00;SP;116.0;515.0;CAJATI;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;"Curva;Declive";Rural;1;0;1;0
23027;598264;2024-05-04;sábado;16:25:00;SP;116.0;359.0;MIRACATU;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;1;0;1;0
23052;598290;2024-05-04;sábado;19:30:00;SP;381.0;83.0;SAO PAULO;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;3;0;1;0
23069;598307;2024-05-04;sábado;19:45:00;SP;116.0;220.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Rural;2;0;2;0
23109;598349;2024-05-05;domingo;01:30:00;SP;381.0;76.0;SAO PAULO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Dupla;Declive;Rural;0;0;1;0
23111;598351;2024-05-05;domingo;01:20:00;SP;116.0;151.0;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;5;0;2;0
23122;598364;2024-05-05;domingo;03:40:00;SP;116.0;134.0;CACAPAVA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;4;0
23133;598381;2024-05-05;domingo;05:00:00;SP;116.0;119.0;CACAPAVA;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
23134;598382;2024-05-05;domingo;04:30:00;SP;116.0;108.0;TAUBATE;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
23142;598392;2024-05-05;domingo;06:45:00;SP;116.0;143.2;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
23166;598418;2024-05-05;domingo;10:00:00;SP;116.0;214.0;GUARULHOS;Velocidade Incompatível;Capotamento;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;2;0;1;0
23181;598434;2024-05-05;domingo;10:00:00;SP;381.0;87.0;SAO PAULO;Condutor Dormindo;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;1;0
23184;598438;2024-05-05;domingo;11:40:00;SP;116.0;405.0;MIRACATU;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Reta;Declive";Rural;1;0;1;0
23193;598447;2024-05-05;domingo;14:30:00;SP;101.0;46.0;UBATUBA;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
23194;598448;2024-05-05;domingo;14:00:00;SP;116.0;108.0;TAUBATE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
23196;598450;2024-05-05;domingo;13:10:00;SP;116.0;145.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
23202;598456;2024-05-05;domingo;15:00:00;SP;116.0;230.0;SAO PAULO;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
23208;598462;2024-05-05;domingo;14:50:00;SP;116.0;515.0;CAJATI;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Curva;Rural;1;0;1;0
23222;598477;2024-05-05;domingo;13:15:00;SP;116.0;107.0;TAUBATE;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;3;0
23233;598488;2024-05-05;domingo;16:50:00;SP;116.0;108.0;TAUBATE;Velocidade Incompatível;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;3;0
23254;598510;2024-05-05;domingo;17:15:00;SP;153.0;278.8;OCAUCU;Desrespeitar a preferência no cruzamento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Simples;"Reta;Interseção de Vias";Rural;0;0;2;0
23266;598524;2024-05-05;domingo;18:00:00;SP;116.0;101.6;PINDAMONHANGABA;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;"Reta;Aclive";Rural;1;0;2;0
23284;598548;2024-05-05;domingo;22:30:00;SP;116.0;278.5;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Curva;Urbano;0;0;1;0
23332;598599;2024-05-06;segunda-feira;07:17:00;SP;153.0;59.8;SAO JOSE DO RIO PRETO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
23374;598647;2024-05-06;segunda-feira;11:40:00;SP;381.0;60.0;MAIRIPORA;Pista Escorregadia;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
23390;598667;2024-05-06;segunda-feira;15:00:00;SP;153.0;75.1;BADY BASSITT;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Aclive;Rural;0;0;2;0
23394;598671;2024-05-06;segunda-feira;15:15:00;SP;116.0;221.3;GUARULHOS;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;2;0;2;0
23415;598695;2024-05-06;segunda-feira;17:30:00;SP;116.0;385.0;MIRACATU;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Interseção de Vias;Retorno Regulamentado";Rural;3;0;2;0
23470;598754;2024-05-07;terça-feira;02:47:00;SP;116.0;107.0;TAUBATE;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Vento;Dupla;Reta;Urbano;0;0;1;1
23472;598756;2024-05-07;terça-feira;03:40:00;SP;116.0;514.0;CAJATI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
23480;598765;2024-05-07;terça-feira;07:15:00;SP;116.0;229.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
23481;598766;2024-05-06;segunda-feira;20:00:00;SP;116.0;199.0;ARUJA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Múltipla;"Reta;Aclive";Urbano;0;0;2;0
23484;598769;2024-05-07;terça-feira;06:25:00;SP;153.0;14.7;NOVA GRANADA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;"Reta;Ponte";Rural;1;0;2;0
23498;598784;2024-05-07;terça-feira;07:00:00;SP;381.0;54.0;MAIRIPORA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;"Reta;Aclive";Urbano;0;0;2;0
23505;598791;2024-05-07;terça-feira;09:00:00;SP;116.0;217.0;GUARULHOS;Acessar a via sem observar a presença dos outros veículos;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
23532;598821;2024-05-07;terça-feira;11:20:00;SP;116.0;157.1;SAO JOSE DOS CAMPOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
23559;598850;2024-05-07;terça-feira;13:30:00;SP;381.0;79.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
23563;598855;2024-05-07;terça-feira;15:00:00;SP;381.0;12.8;VARGEM;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Declive";Rural;0;0;1;0
23597;598889;2024-05-07;terça-feira;18:30:00;SP;116.0;218.0;GUARULHOS;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Múltipla;"Reta;Em Obras";Urbano;3;0;3;0
23644;598945;2024-05-07;terça-feira;19:50:00;SP;381.0;75.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;"Curva;Declive";Rural;1;0;1;0
23656;598961;2024-05-08;quarta-feira;03:15:00;SP;381.0;44.0;ATIBAIA;Pedestre andava na pista;Atropelamento de Pedestre;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;1;1
23658;598963;2024-05-08;quarta-feira;03:40:00;SP;101.0;50.7;UBATUBA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;1;0
23659;598964;2024-05-08;quarta-feira;04:20:00;SP;116.0;471.2;JACUPIRANGA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
23673;598980;2024-05-08;quarta-feira;06:50:00;SP;116.0;52.8;LORENA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Interseção de Vias;Urbano;0;0;2;0
23682;598989;2024-05-08;quarta-feira;07:30:00;SP;116.0;150.0;SAO JOSE DOS CAMPOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Declive;Urbano;1;0;2;0
23706;599017;2024-05-08;quarta-feira;10:00:00;SP;381.0;90.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;3;0
23794;599114;2024-05-08;quarta-feira;18:40:00;SP;116.0;114.0;TAUBATE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
23798;599118;2024-05-08;quarta-feira;17:40:00;SP;116.0;287.0;ITAPECERICA DA SERRA;Ingestão de álcool pelo condutor;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
23816;599139;2024-05-08;quarta-feira;20:00:00;SP;116.0;277.9;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;2;0;2;0
23833;599156;2024-05-01;quarta-feira;18:30:00;SP;116.0;146.0;SAO JOSE DOS CAMPOS;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Rural;0;0;1;0
23849;599174;2024-05-08;quarta-feira;23:20:00;SP;381.0;74.0;SAO PAULO;Frear bruscamente;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;"Curva;Aclive";Rural;0;0;1;0
23863;599188;2024-05-09;quinta-feira;06:00:00;SP;381.0;63.0;MAIRIPORA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Aclive";Rural;0;0;1;0
23870;599195;2024-05-09;quinta-feira;06:50:00;SP;153.0;58.4;SAO JOSE DO RIO PRETO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
23872;599197;2024-05-09;quinta-feira;06:15:00;SP;153.0;67.6;SAO JOSE DO RIO PRETO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
23877;599202;2024-05-09;quinta-feira;07:00:00;SP;116.0;160.6;JACAREI;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
23922;599251;2024-05-09;quinta-feira;09:50:00;SP;116.0;123.0;CACAPAVA;Falta de acostamento;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Ponte;Rural;0;0;1;0
23924;599253;2024-02-15;quinta-feira;07:23:00;SP;116.0;74.5;APARECIDA;Acumulo de água sobre o pavimento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Aclive;Urbano;0;0;2;0
23963;599293;2024-05-09;quinta-feira;16:05:00;SP;116.0;288.0;ITAPECERICA DA SERRA;Trafegar com motocicleta (ou similar) entre as faixas;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
24016;599349;2024-05-09;quinta-feira;19:20:00;SP;116.0;211.0;GUARULHOS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
24027;599360;2024-05-09;quinta-feira;21:00:00;SP;116.0;292.0;ITAPECERICA DA SERRA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;1
24028;599361;2024-05-09;quinta-feira;19:45:00;SP;116.0;347.0;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Chuvoso;Dupla;"Curva;Aclive";Rural;0;0;1;0
24057;599392;2024-05-10;sexta-feira;02:00:00;SP;116.0;206.0;GUARULHOS;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;1
24081;599419;2024-05-10;sexta-feira;07:30:00;SP;116.0;225.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;1;0;2;0
24087;599428;2024-05-10;sexta-feira;07:30:00;SP;101.0;23.0;UBATUBA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Simples;Reta;Rural;0;0;1;0
24091;599432;2024-04-16;terça-feira;11:00:00;SP;116.0;216.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
24105;599448;2024-05-10;sexta-feira;09:20:00;SP;116.0;24.7;LAVRINHAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Aclive";Rural;2;0;2;0
24106;599449;2024-05-10;sexta-feira;08:15:00;SP;116.0;360.0;MIRACATU;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
24115;599460;2024-05-10;sexta-feira;10:21:00;SP;116.0;277.0;EMBU DAS ARTES;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
24116;599461;2024-05-10;sexta-feira;09:40:00;SP;116.0;99.5;PINDAMONHANGABA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Aclive";Rural;0;0;1;0
24118;599464;2024-05-10;sexta-feira;11:00:00;SP;116.0;213.0;GUARULHOS;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
24137;599490;2024-04-09;terça-feira;21:28:00;SP;116.0;230.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;4;0
24166;599524;2024-05-10;sexta-feira;16:50:00;SP;116.0;185.0;SANTA ISABEL;Condutor deixou de manter distância do veículo da frente;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
24188;599547;2024-05-10;sexta-feira;18:05:00;SP;116.0;212.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;"Reta;Aclive";Urbano;0;0;2;0
24227;599587;2024-05-10;sexta-feira;19:40:00;SP;381.0;88.7;GUARULHOS;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;1
24279;599646;2024-05-11;sábado;02:35:00;SP;116.0;448.0;REGISTRO;Manobra de mudança de faixa;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
24283;599650;2024-05-11;sábado;02:50:00;SP;116.0;128.3;CACAPAVA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
24290;599657;2024-05-11;sábado;02:40:00;SP;116.0;325.8;JUQUITIBA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;1
24293;599661;2024-05-11;sábado;04:46:00;SP;116.0;154.0;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;1;0
24306;599674;2024-05-11;sábado;03:50:00;SP;116.0;211.0;GUARULHOS;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Rural;0;0;1;0
24308;599676;2024-05-11;sábado;06:30:00;SP;116.0;210.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Aclive;Rural;1;0;2;0
24310;599678;2024-05-11;sábado;06:30:00;SP;116.0;161.3;JACAREI;Conversão proibida;Colisão lateral sentido oposto;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Simples;Reta;Rural;0;0;2;0
24317;599687;2024-05-11;sábado;07:35:00;SP;153.0;39.2;ONDA VERDE;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Ensolarado;Simples;"Reta;Aclive";Rural;3;0;2;0
24372;599743;2024-05-11;sábado;11:37:00;SP;116.0;102.2;PINDAMONHANGABA;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Reta;Aclive";Rural;0;0;4;0
24377;599748;2024-05-11;sábado;09:45:00;SP;116.0;22.1;LAVRINHAS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
24387;599760;2024-05-11;sábado;14:10:00;SP;116.0;217.2;GUARULHOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Declive;Urbano;4;0;2;0
24395;599771;2024-05-11;sábado;13:47:00;SP;116.0;15.3;LAVRINHAS;Manobra de mudança de faixa;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
24452;599834;2024-05-11;sábado;20:00:00;SP;116.0;211.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Urbano;1;0;2;0
24470;599855;2024-05-11;sábado;19:47:00;SP;116.0;349.3;MIRACATU;Ingestão de álcool pelo condutor;Colisão frontal;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;"Curva;Declive";Rural;3;0;2;0
24478;599863;2024-05-11;sábado;19:50:00;SP;381.0;84.0;SAO PAULO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;1
24504;599890;2024-05-12;domingo;00:50:00;SP;116.0;60.1;GUARATINGUETA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
24525;599912;2024-05-12;domingo;03:25:00;SP;153.0;112.0;UBARANA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Simples;Reta;Urbano;0;0;1;0
24540;599929;2024-05-12;domingo;06:00:00;SP;116.0;217.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
24573;599965;2024-05-12;domingo;08:50:00;SP;116.0;219.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
24602;599998;2024-05-12;domingo;12:00:00;SP;116.0;146.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;"Curva;Interseção de Vias";Rural;0;0;1;0
